YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Hsig,TP,Avg_Wv_Dir,Avg_Wv_Dir_N,M_Decl
2016,9,18,6,55,0,0.36,9.50,165.00,142.34,-22.66
2016,9,18,7,25,0,0.41,10.00,164.00,141.34,-22.66
2016,9,18,7,55,0,0.42,8.70,171.00,148.34,-22.66
2016,9,18,8,25,0,0.47,10.50,172.00,149.34,-22.66
2016,9,18,8,55,0,0.44,10.00,170.00,147.34,-22.66
2016,9,18,9,25,0,0.48,9.10,175.00,152.34,-22.66
2016,9,18,9,55,0,0.45,10.00,176.00,153.34,-22.66
2016,9,18,10,25,0,0.48,9.50,164.00,141.34,-22.66
2016,9,18,10,55,0,0.43,10.50,169.00,146.34,-22.66
2016,9,18,11,25,0,0.45,10.50,164.00,141.34,-22.66
2016,9,18,11,55,0,0.49,10.00,166.00,143.34,-22.66
2016,9,18,12,25,0,0.46,10.50,168.00,145.34,-22.66
2016,9,18,12,55,0,0.44,9.50,165.00,142.34,-22.66
2016,9,18,13,25,0,0.42,9.50,162.00,139.34,-22.66
2016,9,18,13,55,0,0.45,10.00,158.00,135.34,-22.66
2016,9,18,14,25,0,0.41,10.00,157.00,134.34,-22.66
2016,9,18,14,55,0,0.49,9.50,156.00,133.34,-22.66
2016,9,18,15,25,0,0.57,9.50,148.00,125.34,-22.66
2016,9,18,15,55,0,0.54,9.50,145.00,122.34,-22.66
2016,9,18,16,25,0,0.53,10.00,158.00,135.34,-22.66
2016,9,18,16,55,0,0.64,10.00,151.00,128.34,-22.66
2016,9,18,17,25,0,0.51,9.10,175.00,152.34,-22.66
2016,9,18,17,55,0,0.54,10.00,150.00,127.34,-22.66
2016,9,18,18,25,0,0.43,9.10,121.00,98.34,-22.66
2016,9,18,18,55,0,0.43,10.00,137.00,114.34,-22.66
2016,9,18,19,25,0,0.43,8.70,154.00,131.34,-22.66
2016,9,18,19,55,0,0.43,10.00,156.00,133.34,-22.66
2016,9,18,20,25,0,0.50,10.00,173.00,150.34,-22.66
2016,9,18,20,55,0,0.48,10.50,165.00,142.34,-22.66
2016,9,18,21,25,0,0.48,10.00,174.00,151.34,-22.66
2016,9,18,21,55,0,0.52,10.00,181.00,158.34,-22.66
2016,9,18,22,25,0,0.48,9.50,181.00,158.34,-22.66
2016,9,18,22,55,0,0.45,10.00,181.00,158.34,-22.66
2016,9,18,23,25,0,0.46,10.00,188.00,165.34,-22.66
2016,9,18,23,55,0,0.46,8.70,214.00,191.34,-22.66
2016,9,19,0,25,0,0.42,9.10,172.00,149.34,-22.66
2016,9,19,0,55,0,0.59,10.00,228.00,205.34,-22.66
2016,9,19,1,25,0,0.54,10.50,224.00,201.34,-22.66
2016,9,19,1,55,0,0.51,9.50,225.00,202.34,-22.66
2016,9,19,2,25,0,0.48,10.00,216.00,193.34,-22.66
2016,9,19,2,55,0,0.45,10.00,180.00,157.34,-22.66
2016,9,19,3,25,0,0.45,9.50,155.00,132.34,-22.66
2016,9,19,3,55,0,0.41,9.10,132.00,109.34,-22.66
2016,9,19,4,25,0,0.39,9.50,154.00,131.34,-22.66
2016,9,19,4,55,0,0.35,10.00,182.00,159.34,-22.66
2016,9,19,5,25,0,0.17,10.00,186.00,163.34,-22.66
2016,9,19,5,55,0,0.38,10.00,160.00,137.34,-22.66
2016,9,19,6,25,0,0.36,9.10,151.00,128.34,-22.66
2016,9,19,6,55,0,0.30,9.50,116.00,93.34,-22.66
2016,9,19,7,55,0,0.32,9.10,137.00,114.34,-22.66
2016,9,19,8,25,0,0.35,9.10,159.00,136.34,-22.66
2016,9,19,8,55,0,0.33,8.70,169.00,146.34,-22.66
2016,9,19,9,25,0,0.33,9.10,168.00,145.34,-22.66
2016,9,19,9,55,0,0.34,9.50,162.00,139.34,-22.66
2016,9,19,10,25,0,0.36,9.10,168.00,145.34,-22.66
2016,9,19,10,55,0,0.38,9.10,158.00,135.34,-22.66
2016,9,19,11,25,0,0.35,9.10,155.00,132.34,-22.66
2016,9,19,11,55,0,0.38,9.10,160.00,137.34,-22.66
2016,9,19,12,25,0,0.36,9.10,159.00,136.34,-22.66
2016,9,19,12,55,0,0.31,9.10,169.00,146.34,-22.66
2016,9,19,13,25,0,0.34,9.10,159.00,136.34,-22.66
2016,9,19,13,55,0,0.30,8.70,166.00,143.34,-22.66
2016,9,19,14,25,0,0.31,9.10,149.00,126.34,-22.66
2016,9,19,14,55,0,0.35,8.70,164.00,141.34,-22.66
2016,9,19,15,25,0,0.35,8.70,165.00,142.34,-22.66
2016,9,19,15,55,0,0.37,8.00,153.00,130.34,-22.66
2016,9,19,16,25,0,0.31,8.70,146.00,123.34,-22.66
2016,9,19,16,55,0,0.33,10.00,165.00,142.34,-22.66
2016,9,19,17,25,0,0.19,9.50,191.00,168.34,-22.66
2016,9,19,17,55,0,0.32,9.50,151.00,128.34,-22.66
2016,9,19,18,25,0,0.34,9.10,172.00,149.34,-22.66
2016,9,19,18,55,0,0.31,9.50,166.00,143.34,-22.66
2016,9,19,19,25,0,0.22,9.10,137.00,114.34,-22.66
2016,9,19,19,55,0,0.26,9.50,149.00,126.34,-22.66
2016,9,19,20,25,0,0.28,9.50,151.00,128.34,-22.66
2016,9,19,20,55,0,0.31,10.00,158.00,135.34,-22.66
2016,9,19,21,25,0,0.31,9.10,159.00,136.34,-22.66
2016,9,19,22,25,0,0.30,9.10,158.00,135.34,-22.66
2016,9,19,22,55,0,0.30,9.10,157.00,134.34,-22.66
2016,9,19,23,25,0,0.30,8.70,159.00,136.34,-22.66
2016,9,19,23,55,0,0.28,9.10,151.00,128.34,-22.66
2016,9,20,0,25,0,0.30,8.70,155.00,132.34,-22.66
2016,9,20,0,55,0,0.30,9.10,147.00,124.34,-22.66
2016,9,20,1,25,0,0.28,8.70,167.00,144.34,-22.66
2016,9,20,1,55,0,0.31,9.10,156.00,133.34,-22.66
2016,9,20,2,25,0,0.27,8.30,166.00,143.34,-22.66
2016,9,20,2,55,0,0.26,8.70,164.00,141.34,-22.66
2016,9,20,3,25,0,0.28,8.70,152.00,129.34,-22.66
2016,9,20,3,55,0,0.29,8.00,189.00,166.34,-22.66
2016,9,20,4,25,0,0.32,8.70,168.00,145.34,-22.66
2016,9,20,4,55,0,0.32,3.60,151.00,128.34,-22.66
2016,9,20,5,25,0,0.31,8.70,163.00,140.34,-22.66
2016,9,20,5,55,0,0.26,9.50,182.00,159.34,-22.66
2016,9,20,6,25,0,0.31,8.00,142.00,119.34,-22.66
2016,9,20,6,55,0,0.31,9.10,178.00,155.34,-22.66
2016,9,20,7,25,0,0.30,7.70,165.00,142.34,-22.66
2016,9,20,7,55,0,0.26,7.70,156.00,133.34,-22.66
2016,9,20,8,25,0,0.25,8.00,170.00,147.34,-22.66
2016,9,20,8,55,0,0.24,10.00,163.00,140.34,-22.66
2016,9,20,9,25,0,0.30,9.10,157.00,134.34,-22.66
2016,9,20,9,55,0,0.29,8.70,165.00,142.34,-22.66
2016,9,20,10,25,0,0.31,8.70,157.00,134.34,-22.66
2016,9,20,10,55,0,0.32,9.50,162.00,139.34,-22.66
2016,9,20,11,25,0,0.35,9.50,164.00,141.34,-22.66
2016,9,20,11,55,0,0.42,4.70,153.00,130.34,-22.66
2016,9,20,12,25,0,0.38,12.50,153.00,130.34,-22.66
2016,9,20,12,55,0,0.34,7.70,153.00,130.34,-22.66
2016,9,20,13,25,0,0.39,3.60,136.00,113.34,-22.66
2016,9,20,13,55,0,0.35,4.00,156.00,133.34,-22.66
2016,9,20,14,25,0,0.36,8.30,169.00,146.34,-22.66
2016,9,20,14,55,0,0.36,3.80,162.00,139.34,-22.66
2016,9,20,15,25,0,0.40,5.40,154.00,131.34,-22.66
2016,9,20,15,55,0,0.38,13.30,155.00,132.34,-22.66
2016,9,20,16,25,0,0.41,4.70,149.00,126.34,-22.66
2016,9,20,16,55,0,0.39,4.90,141.00,118.34,-22.66
2016,9,20,17,25,0,0.39,13.30,154.00,131.34,-22.66
2016,9,20,17,55,0,0.46,3.50,167.00,144.34,-22.66
2016,9,20,18,25,0,0.50,4.00,175.00,152.34,-22.66
2016,9,20,18,55,0,0.55,4.90,148.00,125.34,-22.66
2016,9,20,19,25,0,0.51,4.30,174.00,151.34,-22.66
2016,9,20,19,55,0,0.53,5.60,181.00,158.34,-22.66
2016,9,20,20,25,0,0.42,5.60,164.00,141.34,-22.66
2016,9,20,20,55,0,0.41,13.30,171.00,148.34,-22.66
2016,9,20,21,25,0,0.47,6.50,177.00,154.34,-22.66
2016,9,20,21,55,0,0.52,6.10,164.00,141.34,-22.66
2016,9,20,22,25,0,0.50,5.70,167.00,144.34,-22.66
2016,9,20,22,55,0,0.55,5.60,158.00,135.34,-22.66
2016,9,20,23,25,0,0.54,5.60,165.00,142.34,-22.66
2016,9,20,23,55,0,0.46,5.30,157.00,134.34,-22.66
2016,9,21,0,25,0,0.47,6.30,157.00,134.34,-22.66
2016,9,21,0,55,0,0.46,13.30,165.00,142.34,-22.66
2016,9,21,1,25,0,0.40,13.30,159.00,136.34,-22.66
2016,9,21,1,55,0,0.43,8.70,161.00,138.34,-22.66
2016,9,21,2,25,0,0.38,8.00,161.00,138.34,-22.66
2016,9,21,2,55,0,0.39,5.60,158.00,135.34,-22.66
2016,9,21,3,25,0,0.39,5.40,158.00,135.34,NULL
2016,9,21,3,55,0,0.39,8.70,157.00,134.34,-22.66
2016,9,21,4,25,0,0.42,8.70,165.00,142.34,-22.66
2016,9,21,4,55,0,0.49,7.70,166.00,143.34,-22.66
2016,9,21,5,25,0,0.49,9.50,142.00,119.34,-22.66
2016,9,21,5,55,0,0.56,8.30,142.00,119.34,-22.66
2016,9,21,6,25,0,0.55,7.10,154.00,131.34,-22.66
2016,9,21,6,55,0,0.53,8.00,158.00,135.34,-22.66
2016,9,21,7,25,0,0.50,7.40,150.00,127.34,-22.66
2016,9,21,7,55,0,0.47,9.50,148.00,125.34,-22.66
2016,9,21,8,25,0,0.41,10.00,164.00,141.34,-22.66
2016,9,21,8,55,0,0.42,8.00,164.00,141.34,-22.66
2016,9,21,9,25,0,0.39,9.50,160.00,137.34,-22.66
2016,9,21,9,55,0,0.53,8.30,157.00,134.34,-22.66
2016,9,21,10,25,0,0.57,8.30,154.00,131.34,-22.66
2016,9,21,10,55,0,0.48,9.10,160.00,137.34,-22.66
2016,9,21,11,25,0,0.56,9.50,154.00,131.34,-22.66
2016,9,21,11,55,0,0.56,8.00,153.00,130.34,-22.66
2016,9,21,12,25,0,0.49,13.30,158.00,135.34,-22.66
2016,9,21,12,55,0,0.46,9.50,163.00,140.34,-22.66
2016,9,21,13,25,0,0.48,7.10,153.00,130.34,-22.66
2016,9,21,13,55,0,0.45,8.30,148.00,125.34,-22.66
2016,9,21,14,25,0,0.44,9.50,155.00,132.34,-22.66
2016,9,21,14,55,0,0.46,8.00,159.00,136.34,-22.66
2016,9,21,15,25,0,0.49,9.50,163.00,140.34,-22.66
2016,9,21,15,55,0,0.47,9.50,160.00,137.34,-22.66
2016,9,21,16,25,0,0.49,9.10,160.00,137.34,-22.66
2016,9,21,16,55,0,0.50,14.30,162.00,139.34,-22.66
2016,9,21,17,25,0,0.54,9.10,158.00,135.34,-22.66
2016,9,21,17,55,0,0.52,8.00,146.00,123.34,-22.66
2016,9,21,18,25,0,0.48,14.30,160.00,137.34,-22.66
2016,9,21,18,55,0,0.56,14.30,156.00,133.34,-22.66
2016,9,21,19,25,0,0.60,14.30,160.00,137.34,-22.66
2016,9,21,19,55,0,0.57,14.30,158.00,135.34,-22.66
2016,9,21,20,25,0,0.65,13.30,158.00,135.34,-22.66
2016,9,21,20,55,0,0.81,13.30,157.00,134.34,-22.66
2016,9,21,21,25,0,0.82,13.30,157.00,134.34,-22.66
2016,9,21,21,55,0,0.76,13.30,157.00,134.34,-22.66
2016,9,21,22,25,0,1.02,12.50,158.00,135.34,-22.66
2016,9,21,22,55,0,1.15,12.50,157.00,134.34,-22.66
2016,9,21,23,25,0,1.13,12.50,162.00,139.34,-22.66
2016,9,21,23,55,0,1.33,12.50,164.00,141.34,-22.66
2016,9,22,0,25,0,1.23,12.50,161.00,138.34,-22.66
2016,9,22,0,55,0,1.11,12.50,163.00,140.34,-22.66
2016,9,22,1,25,0,1.00,12.50,163.00,140.34,-22.66
2016,9,22,1,55,0,1.13,12.50,161.00,138.34,-22.66
2016,9,22,2,25,0,1.00,12.50,168.00,145.34,-22.66
2016,9,22,2,55,0,1.18,11.80,165.00,142.34,-22.66
2016,9,22,3,25,0,1.22,11.10,165.00,142.34,-22.66
2016,9,22,3,55,0,1.22,11.80,154.00,131.34,-22.66
2016,9,22,4,25,0,1.08,11.80,163.00,140.34,-22.66
2016,9,22,4,55,0,1.48,11.80,163.00,140.34,-22.66
2016,9,22,5,25,0,1.48,11.10,162.00,139.34,-22.66
2016,9,22,5,55,0,1.19,11.80,163.00,140.34,-22.66
2016,9,22,6,25,0,1.54,10.50,161.00,138.34,-22.66
2016,9,22,6,55,0,1.61,11.80,146.00,123.34,-22.66
2016,9,22,7,25,0,1.58,12.50,164.00,141.34,-22.66
2016,9,22,7,55,0,1.45,12.50,182.00,159.34,-22.66
2016,9,22,8,25,0,1.37,12.50,174.00,151.34,-22.66
2016,9,22,8,55,0,1.47,12.50,164.00,141.34,-22.66
2016,9,22,9,25,0,1.22,13.30,168.00,145.34,-22.66
2016,9,22,9,55,0,1.46,13.30,162.00,139.34,-22.66
2016,9,22,10,25,0,1.29,12.50,161.00,138.34,-22.66
2016,9,22,10,55,0,1.67,12.50,164.00,141.34,-22.66
2016,9,22,11,25,0,1.80,13.30,154.00,131.34,-22.66
2016,9,22,11,55,0,1.43,13.30,161.00,138.34,-22.66
2016,9,22,12,25,0,1.45,12.50,170.00,147.34,-22.66
2016,9,22,12,55,0,1.43,11.10,164.00,141.34,-22.66
2016,9,22,13,25,0,1.59,12.50,169.00,146.34,-22.66
2016,9,22,13,55,0,1.60,12.50,170.00,147.34,-22.66
2016,9,22,14,55,0,1.34,13.30,176.00,153.34,-22.66
2016,9,22,15,25,0,1.32,11.80,168.00,145.34,-22.66
2016,9,22,15,55,0,1.38,12.50,168.00,145.34,-22.66
2016,9,22,16,25,0,1.35,12.50,166.00,143.34,-22.66
2016,9,22,16,55,0,1.31,12.50,167.00,144.34,-22.66
2016,9,22,17,25,0,1.33,12.50,166.00,143.34,-22.66
2016,9,22,17,55,0,1.38,12.50,162.00,139.34,-22.66
2016,9,22,18,25,0,1.39,12.50,157.00,134.34,-22.66
2016,9,22,18,55,0,1.30,12.50,175.00,152.34,-22.66
2016,9,22,19,25,0,1.36,11.80,173.00,150.34,-22.66
2016,9,22,19,55,0,1.39,11.80,157.00,134.34,-22.66
2016,9,22,20,25,0,1.64,11.80,161.00,138.34,-22.66
2016,9,22,20,55,0,1.42,11.80,172.00,149.34,-22.66
2016,9,22,21,25,0,1.35,11.80,166.00,143.34,-22.66
2016,9,22,21,55,0,1.27,12.50,172.00,149.34,-22.66
2016,9,22,22,25,0,1.11,11.80,177.00,154.34,-22.66
2016,9,22,22,55,0,1.45,10.00,179.00,156.34,-22.66
2016,9,22,23,25,0,1.36,10.00,164.00,141.34,-22.66
2016,9,22,23,55,0,1.26,10.00,166.00,143.34,-22.66
2016,9,23,0,25,0,1.34,10.00,173.00,150.34,-22.66
2016,9,23,0,55,0,1.15,11.80,170.00,147.34,-22.66
2016,9,23,1,25,0,1.36,12.50,173.00,150.34,-22.66
2016,9,23,1,55,0,1.13,13.30,175.00,152.34,-22.66
2016,9,23,2,25,0,1.23,10.00,175.00,152.34,-22.66
2016,9,23,2,55,0,1.31,14.30,170.00,147.34,-22.66
2016,9,23,3,25,0,1.17,12.50,176.00,153.34,-22.66
2016,9,23,3,55,0,1.16,13.30,166.00,143.34,-22.66
2016,9,23,4,25,0,1.16,14.30,167.00,144.34,-22.66
2016,9,23,4,55,0,1.11,14.30,154.00,131.34,-22.66
2016,9,23,5,25,0,1.13,14.30,160.00,137.34,-22.66
2016,9,23,5,55,0,1.14,14.30,161.00,138.34,-22.66
2016,9,23,6,25,0,1.16,13.30,161.00,138.34,-22.66
2016,9,23,6,55,0,1.07,13.30,165.00,142.34,-22.66
2016,9,23,7,25,0,1.20,11.80,171.00,148.34,-22.66
2016,9,23,7,55,0,1.38,14.30,159.00,136.34,-22.66
2016,9,23,8,25,0,1.52,13.30,166.00,143.34,-22.66
2016,9,23,8,55,0,1.41,14.30,178.00,155.34,-22.66
2016,9,23,9,25,0,1.11,13.30,191.00,168.34,-22.66
2016,9,23,9,55,0,1.37,13.30,174.00,151.34,-22.66
2016,9,23,10,25,0,1.11,13.30,167.00,144.34,-22.66
2016,9,23,10,55,0,1.12,13.30,171.00,148.34,-22.66
2016,9,23,11,25,0,1.19,13.30,163.00,140.34,-22.66
2016,9,23,11,55,0,1.33,13.30,171.00,148.34,-22.66
2016,9,23,12,25,0,1.17,13.30,168.00,145.34,-22.66
2016,9,23,12,55,0,1.26,13.30,175.00,152.34,-22.66
2016,9,23,13,25,0,1.19,13.30,175.00,152.34,-22.66
2016,9,23,13,55,0,1.25,13.30,173.00,150.34,-22.66
2016,9,23,14,25,0,1.25,13.30,178.00,155.34,-22.66
2016,9,23,14,55,0,1.19,11.80,176.00,153.34,-22.66
2016,9,23,15,55,0,0.91,13.30,173.00,150.34,-22.66
2016,9,23,16,25,0,1.11,12.50,163.00,140.34,-22.66
2016,9,23,16,55,0,1.06,13.30,171.00,148.34,-22.66
2016,9,23,17,25,0,0.99,13.30,174.00,151.34,-22.66
2016,9,23,17,55,0,1.08,11.80,174.00,151.34,-22.66
2016,9,23,18,25,0,0.89,11.80,170.00,147.34,-22.66
2016,9,23,18,55,0,0.84,12.50,170.00,147.34,-22.66
2016,9,23,19,25,0,0.88,11.80,168.00,145.34,-22.66
2016,9,23,20,25,0,0.92,13.30,183.00,160.34,-22.66
2016,9,23,20,55,0,1.12,12.50,162.00,139.34,-22.66
2016,9,23,21,25,0,1.09,11.10,156.00,133.34,-22.66
2016,9,23,21,55,0,1.00,12.50,159.00,136.34,-22.66
2016,9,23,22,25,0,0.95,13.30,168.00,145.34,-22.66
2016,9,23,22,55,0,0.89,12.50,165.00,142.34,-22.66
2016,9,23,23,25,0,0.87,12.50,161.00,138.34,-22.66
2016,9,23,23,55,0,0.79,11.80,173.00,150.34,-22.66
2016,9,24,0,25,0,0.93,12.50,168.00,145.34,-22.66
2016,9,24,0,55,0,0.95,12.50,160.00,137.34,-22.66
2016,9,24,1,25,0,1.00,10.50,167.00,144.34,-22.66
2016,9,24,2,25,0,0.82,11.80,171.00,148.34,-22.66
2016,9,24,2,55,0,0.86,11.10,176.00,153.34,-22.66
2016,9,24,3,25,0,0.88,10.00,171.00,148.34,-22.66
2016,9,24,3,55,0,0.93,11.80,166.00,143.34,-22.66
2016,9,24,4,25,0,0.79,9.50,169.00,146.34,-22.66
2016,9,24,4,55,0,0.88,12.50,163.00,140.34,-22.66
2016,9,24,5,25,0,0.74,11.80,172.00,149.34,-22.66
2016,9,24,5,55,0,0.82,12.50,170.00,147.34,-22.66
2016,9,24,6,25,0,0.76,11.10,177.00,154.34,-22.66
2016,9,24,6,55,0,0.77,11.10,172.00,149.34,-22.66
2016,9,24,7,25,0,0.80,11.80,170.00,147.34,-22.66
2016,9,24,7,55,0,0.82,11.10,169.00,146.34,-22.66
2016,9,24,8,25,0,0.82,12.50,170.00,147.34,-22.66
2016,9,24,8,55,0,0.77,11.80,167.00,144.34,-22.66
2016,9,24,9,25,0,0.83,11.80,172.00,149.34,-22.66
2016,9,24,9,55,0,0.82,12.50,167.00,144.34,-22.66
2016,9,24,10,25,0,0.86,9.10,164.00,141.34,-22.66
2016,9,24,10,55,0,0.80,11.80,170.00,147.34,-22.66
2016,9,24,11,25,0,0.83,11.80,164.00,141.34,-22.66
2016,9,24,11,55,0,0.72,12.50,159.00,136.34,-22.66
2016,9,24,12,25,0,0.68,10.00,175.00,152.34,-22.66
2016,9,24,12,55,0,0.74,9.10,171.00,148.34,-22.66
2016,9,24,13,25,0,0.78,11.80,170.00,147.34,-22.66
2016,9,24,13,55,0,0.74,10.00,174.00,151.34,-22.66
2016,9,24,14,25,0,0.65,9.50,175.00,152.34,-22.66
2016,9,24,14,55,0,0.76,10.00,173.00,150.34,-22.66
2016,9,24,15,25,0,0.80,10.50,175.00,152.34,-22.66
2016,9,24,15,55,0,0.72,10.50,185.00,162.34,-22.66
2016,9,24,16,25,0,0.68,9.10,181.00,158.34,-22.66
2016,9,24,16,55,0,0.70,11.10,175.00,152.34,-22.66
2016,9,24,17,25,0,0.64,10.00,169.00,146.34,-22.66
2016,9,24,17,55,0,0.66,10.50,165.00,142.34,-22.66
2016,9,24,18,25,0,0.75,11.10,166.00,143.34,-22.66
2016,9,24,18,55,0,0.65,9.50,179.00,156.34,-22.66
2016,9,24,19,25,0,0.59,10.50,176.00,153.34,-22.66
2016,9,24,19,55,0,0.62,11.80,187.00,164.34,-22.66
2016,9,24,20,25,0,0.64,11.10,188.00,165.34,-22.66
2016,9,24,20,55,0,0.65,10.50,179.00,156.34,-22.66
2016,9,24,21,25,0,0.67,10.00,178.00,155.34,-22.66
2016,9,24,21,55,0,0.67,10.50,172.00,149.34,-22.66
2016,9,24,22,25,0,0.63,11.80,181.00,158.34,-22.66
2016,9,24,22,55,0,0.68,9.10,170.00,147.34,-22.66
2016,9,24,23,25,0,0.55,11.80,170.00,147.34,-22.66
2016,9,24,23,55,0,0.57,10.00,164.00,141.34,-22.66
2016,9,25,0,25,0,0.58,11.10,169.00,146.34,-22.66
2016,9,25,0,55,0,0.64,10.00,178.00,155.34,-22.66
2016,9,25,1,25,0,0.59,10.50,170.00,147.34,-22.66
2016,9,25,1,55,0,0.59,11.80,179.00,156.34,-22.66
2016,9,25,2,25,0,0.62,11.80,194.00,171.34,-22.66
2016,9,25,2,55,0,0.65,10.50,184.00,161.34,-22.66
2016,9,25,3,25,0,0.59,10.00,183.00,160.34,-22.66
2016,9,25,3,55,0,0.64,11.10,190.00,167.34,-22.66
2016,9,25,4,25,0,0.59,11.10,191.00,168.34,-22.66
2016,9,25,4,55,0,0.57,9.50,186.00,163.34,-22.66
2016,9,25,5,25,0,0.55,11.80,180.00,157.34,-22.66
2016,9,25,5,55,0,0.51,11.80,176.00,153.34,-22.66
2016,9,25,6,25,0,0.55,10.50,174.00,151.34,-22.66
2016,9,25,6,55,0,0.48,11.10,179.00,156.34,-22.66
2016,9,25,7,25,0,0.56,10.00,178.00,155.34,-22.66
2016,9,25,7,55,0,0.54,9.50,174.00,151.34,-22.66
2016,9,25,8,25,0,0.54,11.10,172.00,149.34,-22.66
2016,9,25,8,55,0,0.46,10.00,181.00,158.34,-22.66
2016,9,25,9,25,0,0.47,10.50,178.00,155.34,-22.66
2016,9,25,9,55,0,0.52,10.50,173.00,150.34,-22.66
2016,9,25,10,25,0,0.56,10.50,168.00,145.34,-22.66
2016,9,25,10,55,0,0.57,10.50,169.00,146.34,-22.66
2016,9,25,11,25,0,0.51,9.50,179.00,156.34,-22.66
2016,9,25,11,55,0,0.39,10.50,195.00,172.34,-22.66
2016,9,25,12,25,0,0.40,11.80,188.00,165.34,-22.66
2016,9,25,12,55,0,0.48,10.00,182.00,159.34,-22.66
2016,9,25,13,25,0,0.45,8.30,179.00,156.34,-22.66
2016,9,25,13,55,0,0.52,10.00,179.00,156.34,-22.66
2016,9,25,14,25,0,0.45,11.10,183.00,160.34,-22.66
2016,9,25,14,55,0,0.48,11.10,185.00,162.34,-22.66
2016,9,25,15,25,0,0.45,10.00,186.00,163.34,-22.66
2016,9,25,15,55,0,0.51,10.00,166.00,143.34,-22.66
2016,9,25,16,25,0,0.50,10.00,169.00,146.34,-22.66
2016,9,25,16,55,0,0.48,10.50,164.00,141.34,-22.66
2016,9,25,17,25,0,0.47,11.10,170.00,147.34,-22.66
2016,9,25,17,55,0,0.46,10.50,158.00,135.34,-22.66
2016,9,25,18,25,0,0.49,10.50,165.00,142.34,-22.66
2016,9,25,18,55,0,0.47,10.50,165.00,142.34,-22.66
2016,9,25,19,25,0,0.50,9.10,174.00,151.34,-22.66
2016,9,25,19,55,0,0.60,10.50,176.00,153.34,-22.66
2016,9,25,20,25,0,0.62,5.30,163.00,140.34,-22.66
2016,9,25,20,55,0,0.60,5.10,163.00,140.34,-22.66
2016,9,25,21,25,0,0.63,10.00,166.00,143.34,-22.66
2016,9,25,21,55,0,0.59,10.00,173.00,150.34,-22.66
2016,9,25,22,25,0,0.59,10.00,166.00,143.34,-22.66
2016,9,25,22,55,0,0.68,10.50,160.00,137.34,-22.66
2016,9,25,23,25,0,0.63,10.50,162.00,139.34,-22.66
2016,9,25,23,55,0,0.56,11.10,163.00,140.34,-22.66
2016,9,26,0,25,0,0.54,10.00,168.00,145.34,-22.66
2016,9,26,0,55,0,0.56,10.00,168.00,145.34,-22.66
2016,9,26,1,25,0,0.55,10.00,165.00,142.34,-22.66
2016,9,26,1,55,0,0.51,10.00,167.00,144.34,-22.66
2016,9,26,2,25,0,0.49,10.50,163.00,140.34,-22.66
2016,9,26,2,55,0,0.50,10.00,165.00,142.34,-22.66
2016,9,26,3,25,0,0.51,10.00,162.00,139.34,-22.66
2016,9,26,3,55,0,0.51,10.50,160.00,137.34,-22.66
2016,9,26,4,25,0,0.56,9.50,160.00,137.34,-22.66
2016,9,26,4,55,0,0.54,11.10,164.00,141.34,-22.66
2016,9,26,5,25,0,0.54,13.30,159.00,136.34,-22.66
2016,9,26,5,55,0,0.54,10.50,162.00,139.34,-22.66
2016,9,26,6,25,0,0.53,9.50,172.00,149.34,-22.66
2016,9,26,6,55,0,0.57,11.10,173.00,150.34,-22.66
2016,9,26,7,25,0,0.54,13.30,170.00,147.34,-22.66
2016,9,26,7,55,0,0.55,14.30,168.00,145.34,-22.66
2016,9,26,8,25,0,0.59,14.30,166.00,143.34,-22.66
2016,9,26,8,55,0,0.55,14.30,164.00,141.34,-22.66
2016,9,26,9,25,0,0.68,14.30,145.00,122.34,-22.66
2016,9,26,9,55,0,0.62,14.30,157.00,134.34,-22.66
2016,9,26,10,25,0,0.60,13.30,154.00,131.34,-22.66
2016,9,26,10,55,0,0.57,10.50,150.00,127.34,-22.66
2016,9,26,11,25,0,0.52,9.50,157.00,134.34,-22.66
2016,9,26,11,55,0,0.49,10.00,156.00,133.34,-22.66
2016,9,26,12,55,0,0.39,13.30,173.00,150.34,-22.66
2016,9,26,13,25,0,0.43,10.50,167.00,144.34,-22.66
2016,9,26,14,25,0,0.46,13.30,168.00,145.34,-22.66
2016,9,26,14,55,0,0.42,13.30,160.00,137.34,-22.66
2016,9,26,15,25,0,0.42,12.50,155.00,132.34,-22.66
2016,9,26,15,55,0,0.42,13.30,158.00,135.34,-22.66
2016,9,26,16,25,0,0.43,10.00,156.00,133.34,-22.66
2016,9,26,16,55,0,0.42,10.50,152.00,129.34,-22.66
2016,9,26,17,25,0,0.39,11.80,154.00,131.34,-22.66
2016,9,26,17,55,0,0.39,10.00,160.00,137.34,-22.66
2016,9,26,18,25,0,0.39,12.50,157.00,134.34,-22.66
2016,9,26,18,55,0,0.41,9.50,157.00,134.34,-22.66
2016,9,26,19,25,0,0.42,11.80,161.00,138.34,-22.66
2016,9,26,19,55,0,0.48,12.50,168.00,145.34,-22.66
2016,9,26,20,55,0,0.50,12.50,169.00,146.34,-22.66
2016,9,26,21,25,0,0.49,12.50,159.00,136.34,-22.66
2016,9,26,21,55,0,0.52,10.50,151.00,128.34,-22.66
2016,9,26,22,25,0,0.50,12.50,147.00,124.34,-22.66
2016,9,26,22,55,0,0.47,10.00,156.00,133.34,-22.66
2016,9,26,23,25,0,0.54,13.30,156.00,133.34,-22.66
